filepath,duration,analyse_harmonics,get_number_sylls,get_number_words,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,mean_spectral_rolloff,get_energy
lpg39tdh1bv51_processed_0,10.0,2.479417307977985,,,0.2,106.8926694304699,74.36704248655751,316.3259296734203,523.7450019615189,0.1700180762206097,0.02947210708152,-0.0623170607026264,1127.4670090121722,0.1096768352347377
lpg39tdh1bv51_processed_1,10.0,6.2705116888671935,,,0.1,108.89936968231652,77.02113540187784,331.84966243302586,515.5557626931893,0.1534570658984168,0.0560576221215942,-0.063406697820431,1452.3532595973784,0.2006966606206648
lpg39tdh1bv51_processed_2,10.0,6.674512978848989,,,0.1,108.06463794953504,77.05968811354349,395.6252230722745,517.3238198020823,0.1549450641260268,0.061850804741095,-0.0634151781305046,1458.276641502809,0.202741697501721
ltdu6anws3m61_processed_0,10.0,15.503683889121168,2.5,1.6,2.2,101.6940856275128,70.1267062781248,309.24635945173134,305.1909475131728,0.0786476223091002,0.0180155136281829,-0.0241754489887163,1177.9282244850187,0.0417011963738574
ltdu6anws3m61_processed_1,10.0,16.773220689159846,2.7,2.0,2.4,100.71623282421568,70.18888579678487,334.28494138915767,340.9186846222401,0.0732135282279712,0.016541986601319,-0.0236930818784639,1199.7222709893883,0.0420354284578643
ltdu6anws3m61_processed_2,10.0,15.969420065328055,5.0,3.1,2.9,101.51192797853544,70.7079522646808,339.88443045014066,292.7179514938408,0.0854367791484324,0.0195236080377487,-0.0277077423561992,1099.2747103230338,0.0475389240108537
ltdu6anws3m61_processed_3,3.1170068027210887,15.967626485685022,0.6416426050689766,0.9624639076034648,1.9249278152069296,100.48121210484724,70.4263151533263,354.048720732798,495.5488183443698,0.0784783886668269,0.0166871813709478,-0.0250336318772016,1206.376953125,0.0143988520622903
lucypf71qsq61_processed_0,10.0,4.389320734568695,,,0.1,100.67226125599852,70.4428420386665,276.3990601481773,475.79334539549626,0.1678486119597201,0.0230593265010934,-0.0263662494914274,1297.0456850811486,0.0440087546135085
lucypf71qsq61_processed_1,3.713015873015873,10.31135407288181,,,0.5386479935362241,100.45073911612684,71.04689502535442,218.10596212474752,170.29525808056405,0.120100768279043,0.0153806634146853,-0.0241094735264647,2767.5994258598994,0.0188246805106512
lw7oinwrkce61_processed_0,10.0,4.943547044092728,3.9,2.5,0.1,103.1018309779342,72.84761331415086,116.6005381728579,510.5505712562015,0.1821146967897598,0.0340756815924637,-0.0515966354020294,721.9777768024345,0.0831006647051399
lw7oinwrkce61_processed_1,10.0,5.293778553765151,,,0.1,103.1089149545948,73.11568171746886,173.7748630959628,353.51523583469475,0.1697749064769046,0.0303325047834081,-0.0520147153124483,1304.7935685861423,0.0885662350640971
lw7oinwrkce61_processed_2,10.0,6.4617773938423895,4.9,2.8,0.1,102.35273459848756,72.23289243297583,143.68547640566806,374.25164949216463,0.1642080773676852,0.0308512032024716,-0.0454688828462835,964.5615100265294,0.0735235731787785
lw7oinwrkce61_processed_3,10.0,5.583829418008788,4.2,2.8,0.1,102.0729887775434,72.54145672476157,181.85492830030688,329.6274680500596,0.1604707281055176,0.0311558767368034,-0.0469083406997309,1021.3709913389512,0.0787945574840026
lw7oinwrkce61_processed_4,10.0,4.14847584324978,0.4,0.2,0.2,104.2269695180096,72.28587965677735,165.78526460504693,509.7058209326463,0.1771899511657781,0.0387887878331617,-0.0466183877324966,841.7700530586767,0.0699979864421281
lw7oinwrkce61_processed_5,10.0,5.416366170309114,1.1,1.0,0.1,102.68047169686972,72.8045906269582,143.43523635564708,509.5937258774535,0.1680997267818668,0.0277523698018572,-0.0498193192366639,956.7886333489388,0.0823161317184907
lw7oinwrkce61_processed_6,9.983038548752834,5.930693864228138,0.4006811579685465,0.2003405789842732,0.1001702894921366,105.13340755203876,73.34681515023672,157.0766040816,496.3422192255685,0.1825010029371394,0.035943585610752,-0.0591260063663729,821.5264892578125,0.0944232595431288
lx077nt8fw061_processed_0,10.0,3.2356739945356474,,,0.1,101.32786314065272,71.76741683055945,197.46424577168904,524.4174545031666,0.2063483491585582,0.0552581590643953,-0.0374015825173048,1151.7353796036205,0.0609677284464075
lx077nt8fw061_processed_1,10.0,2.739972295891968,,,0.1,104.36797614598964,73.40920777332758,210.79536011146652,265.8131305701461,0.197303639348192,0.0472822269939005,-0.0466840592535985,1295.371142517166,0.0883134540558191
lx077nt8fw061_processed_2,10.0,2.7051224523211697,,,0.1,101.694212565652,72.28826710399787,198.8941087698861,228.55628809318125,0.2132118682884353,0.0381650149232664,-0.0442325781676416,986.030645287141,0.0687858543698966
lx077nt8fw061_processed_3,10.0,2.653004843841724,,,0.1,104.1336734894895,74.04605052760043,201.0228789644761,241.9792838158592,0.18824692046837,0.0348856131324295,-0.0542744676795322,1120.8188251014358,0.101945371291668
lx077nt8fw061_processed_4,10.0,1.5976296105755317,,,0.2,104.03833745670336,72.5258680616263,115.25785475048434,277.07496304749213,0.2126516877769539,0.0375196372957517,-0.0474982695561018,880.9343545177902,0.0715073351950898
lx077nt8fw061_processed_5,3.48,3.974228249195397,,,0.2873563218390804,100.49583103012486,71.72782458117925,79.19694165557141,164.10292581399403,0.1929143050453899,0.0521617546420371,-0.0342598367672811,979.0914118503584,0.0205970352426714
ly8o58ksw8361_processed_0,10.0,1.346225460456245,,,0.1,103.62260982701916,71.65248798918724,94.7674710357335,133.8907664864057,0.2536325942364522,0.077354616617621,-0.049352982695983,264.827656835206,0.0583788223125011
ly8o58ksw8361_processed_1,10.0,0.2759974055153942,,,0.1,100.58266472007762,71.87289199789616,98.99095311275106,130.89454446096408,0.220552491325836,0.0852603060084673,-0.0537208322257063,198.6207426264045,0.0614989467887062
ly8o58ksw8361_processed_10,10.0,2.3095710083776897,,,0.2,104.89255605311754,71.73054963745327,95.75624505482398,123.58923036745703,0.2056087411008649,0.066925785866441,-0.051556055822429,243.6834328183521,0.0596310087744592
ly8o58ksw8361_processed_11,10.0,1.5857235715937943,,,0.1,103.33002028748028,72.70976723228225,95.9972962221861,146.71259802160904,0.2313818406933795,0.0703530360466092,-0.0622254289658617,299.1932691557428,0.0744850291918167
ly8o58ksw8361_processed_12,10.0,0.3551660634699886,,,0.1,100.56586217287956,71.50552763062417,92.81681710736945,120.87690489037848,0.2609936152520757,0.0753287049715638,-0.048962984981683,237.4601328417603,0.0564392459719238
ly8o58ksw8361_processed_13,8.06702947845805,0.9560663642966843,,,0.123961819759514,99.98048510117306,71.54691820955736,93.4704855297676,115.11409722119429,0.1882827677574911,0.0704351129571163,-0.0495755387376326,240.513284878096,0.0460149265801204
ly8o58ksw8361_processed_2,10.0,0.7543629047257397,,,0.1,100.9290140031885,71.42114670167166,94.50654486830553,134.13093839383333,0.1996396784984668,0.0582047004218637,-0.0479986994148245,217.14068352059925,0.0554809043095059
ly8o58ksw8361_processed_3,10.0,-0.1051135714494824,,,0.1,99.86720118210816,71.06277519985066,91.53546181176452,141.8059366527458,0.1980998718230883,0.0814451913061441,-0.0441772541883875,224.08878550249688,0.0509771700152341
ly8o58ksw8361_processed_4,10.0,1.73522610916077,2.3,1.6,0.1,99.82246986789518,71.71560012026899,163.9332734731363,129.46583068154263,0.2161094090207002,0.0758747364867934,-0.0507169010681759,271.90072468008736,0.0592559919442768
ly8o58ksw8361_processed_5,10.0,2.4870011187158028,,,0.1,105.05213803973092,72.69248591931597,98.92932424921544,238.8759219039042,0.229948158888862,0.0554688512412385,-0.0593224106615466,412.88721129837705,0.074087111450072
ly8o58ksw8361_processed_6,10.0,0.2022940851675363,,,0.1,101.07800088041104,71.44979434142007,93.79060181455122,123.97645615774496,0.2474279834861509,0.0855026732100253,-0.0484068385953382,218.94019194756555,0.0557942556615259
ly8o58ksw8361_processed_7,10.0,2.1285258748118663,0.4,0.1,0.1,101.14751075041951,71.52413210273488,164.67631240142575,301.8717644560631,0.2241574223943289,0.0617545737940471,-0.0462931541719104,347.555058130462,0.0567088400769377
ly8o58ksw8361_processed_8,10.0,2.095980495993979,,,0.1,100.77700906579604,72.08960182295161,98.17141093977791,129.33169013337374,0.2242055178340021,0.0705462014393525,-0.05468712158368,337.2078846754057,0.0643989842661491
ly8o58ksw8361_processed_9,10.0,2.3622157214549846,,,0.1,101.2390762764505,71.68103909251435,98.21342753834512,428.5613516332914,0.2141016749933956,0.0644231127429778,-0.0427750943208804,734.824267517166,0.0590292379099458
m0c72n06yqw51_processed_0,10.0,6.4705635268313095,,,0.3,101.92651944910514,67.46993073776748,357.78393437829834,507.7652660175525,0.1805674990589906,0.0347689169474125,-0.0119010943594692,1073.0818654416355,0.0223678074858374
m0c72n06yqw51_processed_1,10.0,7.286119732998116,,,0.1,107.47744453088411,74.27226028029034,283.2963217139713,518.6488318105299,0.1688169250629066,0.0271841614183789,-0.0622469129616541,955.6639405820848,0.1065353611708075
m0c72n06yqw51_processed_10,10.0,6.678587552070707,,,0.1,104.79263741240068,73.02190199007994,314.5664066480628,508.81953998583134,0.175399351163371,0.0382635970864021,-0.041899325731721,1047.9887201544943,0.0797944851119537
m0c72n06yqw51_processed_2,10.0,8.078941022182525,,,0.3,106.3582134575843,72.80461709378848,263.3103211563533,336.0065031219476,0.1655837954763669,0.0298933412623021,-0.0464460667629526,988.9298533083644,0.0789060744297263
m0c72n06yqw51_processed_3,10.0,6.706030818452677,0.2,0.1,0.1,105.9228062708474,72.3246384390697,331.4525684985253,522.7986127115443,0.1835595484973268,0.0310440148886521,-0.0376891743256528,1136.239612593633,0.0700409806515429
m0c72n06yqw51_processed_4,10.0,4.593422873315698,,,0.1,103.74957600673916,70.32605951924168,359.09245974545365,513.0117061422187,0.1971201836816496,0.031768049028176,-0.0189113409641463,1281.25,0.0430261651064162
m0c72n06yqw51_processed_5,10.0,6.522833557782217,,,0.7,97.52610456871088,62.836865081641406,207.4602769262632,479.22945142112326,0.1720541942686725,0.0238916980595558,-0.0043241724750582,999.451978971598,0.0080789791193189
